REFTYPE,SESSION_IDENTIFIER,FRAME,WORLDPOSX,WORLDPOSY,WORLDPOSZ
LEFT,18118509207215334066,1931,739.4386596679688,-380.9282531738281,3.270089626312256
LEFT,18118509207215334066,1934,739.7781372070312,-381.6321105957031,3.2729432582855225
LEFT,18118509207215334066,1937,740.3238525390625,-382.81732177734375,3.2781853675842285
LEFT,18118509207215334066,1939,740.68994140625,-383.6559753417969,3.2822844982147217
LEFT,18118509207215334066,1189,389.0703125,202.50503540039062,2.688231945037842
LEFT,18118509207215334066,1191,389.4451599121094,201.82298278808594,2.6909291744232178
LEFT,18118509207215334066,1193,389.6824645996094,201.3628387451172,2.6926729679107666
LEFT,18118509207215334066,1203,391.2220153808594,197.35850524902344,2.7009620666503906
LEFT,18118509207215334066,1204,391.32318115234375,196.9752655029297,2.7018284797668457
LEFT,18118509207215334066,1206,391.5052795410156,196.1995849609375,2.7035067081451416
LEFT,18118509207215334066,1207,391.6118469238281,195.6740264892578,2.704785108566284
LEFT,18118509207215334066,1216,391.9974670410156,192.11349487304688,2.7158427238464355
LEFT,18118509207215334066,2967,211.9955291748047,-868.3805541992188,3.409193992614746
LEFT,18118509207215334066,3300,-27.699892044067383,-768.9286499023438,3.7080423831939697
LEFT,18118509207215334066,3301,-28.53980255126953,-768.128662109375,3.70552921295166
LEFT,18118509207215334066,3303,-30.213109970092773,-766.511474609375,3.698267698287964
LEFT,18118509207215334066,3305,-32.15357971191406,-764.595458984375,3.6856656074523926
LEFT,18118509207215334066,2670,463.2523193359375,-775.9513549804688,3.6680891513824463
LEFT,18118509207215334066,2672,462.10113525390625,-776.5910034179688,3.6636202335357666
LEFT,18118509207215334066,2675,459.1910400390625,-778.1853637695312,3.6491665840148926
LEFT,18118509207215334066,2676,458.30767822265625,-778.6619262695312,3.6461849212646484
LEFT,18118509207215334066,2677,457.12750244140625,-779.2947387695312,3.642181634902954
LEFT,18118509207215334066,2968,211.50135803222656,-867.7904052734375,3.410820960998535
LEFT,18118509207215334066,3309,-34.6373405456543,-762.0721435546875,3.6663596630096436
LEFT,18118509207215334066,3311,-36.52822494506836,-760.0921020507812,3.6599507331848145
LEFT,18118509207215334066,3321,-44.330467224121094,-751.126953125,3.6338601112365723
LEFT,18118509207215334066,3322,-45.07931137084961,-750.1929321289062,3.6320786476135254
LEFT,18118509207215334066,3323,-46.06882095336914,-748.9381103515625,3.6279091835021973
LEFT,18118509207215334066,3324,-46.805198669433594,-747.9888305664062,3.6238274574279785
LEFT,18118509207215334066,3325,-47.77745819091797,-746.7149658203125,3.6172032356262207
LEFT,18118509207215334066,4931,-744.4896240234375,792.047607421875,4.254156112670898
LEFT,18118509207215334066,4932,-744.6263427734375,792.7890625,4.2596001625061035
LEFT,18118509207215334066,4933,-744.7274780273438,793.341796875,4.2632317543029785
LEFT,18118509207215334066,3858,-22.339740753173828,-105.33699035644531,3.30997896194458
LEFT,18118509207215334066,3859,-22.498981475830078,-103.90327453613281,3.304089307785034
LEFT,18118509207215334066,3865,-23.535364151000977,-95.76981353759766,3.271005392074585
LEFT,18118509207215334066,3868,-24.24329376220703,-90.97847747802734,3.258273124694824
LEFT,18118509207215334066,3872,-25.255393981933594,-84.72382354736328,3.246429204940796
LEFT,18118509207215334066,3875,-25.828580856323242,-81.38410186767578,3.2217161655426025
LEFT,18118509207215334066,4489,-466.4083251953125,276.9317626953125,3.810393810272217
LEFT,18118509207215334066,1941,740.9905395507812,-384.3845520019531,3.286033868789673
LEFT,18118509207215334066,1952,742.3255615234375,-388.5504150390625,3.3080294132232666
LEFT,18118509207215334066,1954,742.39990234375,-388.9112243652344,3.3092873096466064
LEFT,18118509207215334066,1957,742.5825805664062,-390.0846252441406,3.315086841583252
LEFT,18118509207215334066,1219,391.98504638671875,190.5452117919922,2.7197539806365967
LEFT,18118509207215334066,1221,391.91656494140625,189.5415802001953,2.7223451137542725
LEFT,18118509207215334066,1225,391.68865966796875,187.8677978515625,2.726835250854492
LEFT,18118509207215334066,5465,-371.52972412109375,715.4356689453125,2.790677785873413
LEFT,18118509207215334066,5466,-371.072265625,714.7190551757812,2.793834686279297
LEFT,18118509207215334066,5467,-370.6195068359375,714.0147705078125,2.7966537475585938
LEFT,18118509207215334066,5468,-370.1698913574219,713.3211669921875,2.799903392791748
LEFT,18118509207215334066,5469,-369.576416015625,712.414306640625,2.8043200969696045
LEFT,18118509207215334066,5471,-368.6973571777344,711.0899047851562,2.809377670288086
LEFT,18118509207215334066,5496,-358.35137939453125,697.0540161132812,2.8411309719085693
LEFT,18118509207215334066,5508,-353.6557922363281,691.2573852539062,2.8526198863983154
LEFT,18118509207215334066,5511,-352.75421142578125,690.1764526367188,2.8538596630096436
LEFT,18118509207215334066,5513,-352.40020751953125,689.7601928710938,2.8539085388183594
LEFT,18118509207215334066,6066,34.732261657714844,545.32470703125,3.472402334213257
LEFT,18118509207215334066,6069,40.09236526489258,540.1741333007812,3.4725072383880615
LEFT,18118509207215334066,6070,42.250423431396484,538.10009765625,3.46938419342041
LEFT,18118509207215334066,6071,43.87246322631836,536.5415649414062,3.4646596908569336
LEFT,18118509207215334066,6073,47.131874084472656,533.4107666015625,3.456543445587158
LEFT,18118509207215334066,6077,52.60230255126953,528.1585693359375,3.438272476196289
LEFT,18118509207215334066,6079,56.459293365478516,524.4567260742188,3.4208335876464844
LEFT,18118509207215334066,6080,58.11763000488281,522.8659057617188,3.4125232696533203
LEFT,18118509207215334066,6082,61.45920944213867,519.6620483398438,3.3972277641296387
LEFT,18118509207215334066,6083,63.68278503417969,517.52978515625,3.382189989089966
LEFT,18118509207215334066,6084,65.36421966552734,515.9179077148438,3.3681533336639404
LEFT,18118509207215334066,872,123.19795227050781,460.5480041503906,2.965482711791992
LEFT,18118509207215334066,873,124.3796615600586,459.4074401855469,2.956876039505005
LEFT,18118509207215334066,876,128.32589721679688,455.59185791015625,2.943134069442749
LEFT,18118509207215334066,878,131.09007263183594,452.9122314453125,2.9262771606445312
LEFT,18118509207215334066,886,139.00729370117188,445.21539306640625,2.8723936080932617
LEFT,18118509207215334066,890,144.17230224609375,440.18719482421875,2.812603712081909
LEFT,18118509207215334066,892,146.56402587890625,437.861328125,2.7984232902526855
LEFT,18118509207215334066,895,150.56092834472656,433.97808837890625,2.780379295349121
LEFT,18118509207215334066,4006,-110.5267105102539,97.09014129638672,3.271618366241455
LEFT,18118509207215334066,4007,-111.53958129882812,98.23686218261719,3.265803813934326
LEFT,18118509207215334066,4009,-113.92479705810547,100.88081359863281,3.258852243423462
LEFT,18118509207215334066,4011,-116.3495101928711,103.49581909179688,3.2518186569213867
LEFT,18118509207215334066,4012,-117.39897918701172,104.60670471191406,3.2476882934570312
LEFT,18118509207215334066,4013,-118.45470428466797,105.7118911743164,3.243591547012329
LEFT,18118509207215334066,4017,-123.0964126586914,110.43709564208984,3.231109380722046
LEFT,18118509207215334066,4018,-124.54606628417969,111.87224578857422,3.229595184326172
LEFT,18118509207215334066,4019,-125.63800048828125,112.94247436523438,3.227072238922119
LEFT,18118509207215334066,4022,-127.83743286132812,115.07197570800781,3.2142856121063232
LEFT,18118509207215334066,4301,-346.8972473144531,224.13345336914062,3.480159044265747
LEFT,18118509207215334066,4302,-348.0029602050781,223.974609375,3.4853856563568115
LEFT,18118509207215334066,4304,-348.8265075683594,223.855224609375,3.490940809249878
LEFT,18118509207215334066,4306,-349.9115295410156,223.69712829589844,3.5034501552581787
LEFT,18118509207215334066,4308,-350.7126770019531,223.58021545410156,3.5189695358276367
